content	label
يارب قد ما غلبني الشوق لجدي و قد ما تمنيت اشوفه اغفر له ، يارب قد ماجت صورته فبالي اغفر له ، يارب قد ماتمنيت اسمع صوته اغفر له	Other
صح أنا أميرا	Other
لا داعي للإعتذار ، اتوقع ان اجابتي صحيحه بنسبه 90٪ وعارف قصدك من السؤال مسبقا	Other
ناه من جد اعني دا الشي... اعتقد عندي نزيف في راسي مدري مخي و مسخن و ما نمت كويس من امس ومدري كل شي	Hijazi
لا تتفائل واجد ، اتمنى تقلع الرحلة في وقتها فقط ولاحقين على المواصفات العالية والاجهزة الملاحية والإضاءة ، إبدأ بضبط جودة عامل الوقت (إقلاع وهبوط) بعدها كل شي بيضبط	Other
اش دخل ال دليم؟ ؟	Other
اخيراً نقعد ساعه مانقدرنا ندخل الدوار	Other
الف الف شكر لحساب الاداره لدعمكم لنا يعطيكم الف عافيه	Other
"أكبر بخيل آلي يمانع بالوصل .. يوم آلهواتف خلت المبعد : قريب !\""	Other
شجاع ، كريم ، زعيم ، ماتخاف ، لو تسثرت علينا حشوده ، ذيب طليب تخلي الذيب ينهار، اسد تخوف جميع الأسوده، فتين ، متين ، بطل ، بطار ، راس الجبل بالحرب خرقة سنودة ، حر، مر، للعدو سطّار . USER #حمدالله #الوحده_النصر URL	Other
الخد لمحه كنه النور وهاج والعنق يشبه للمها والغزالي شفة حبيبي كنها الجمر وسراج ورموشها ياناس تقتل رجالي	Other
وحشه شوفتك اكثر كل ليله مع طيفك حبيب الروح انا اتحسر طاير من عيوني النوم على هذا الحال انا كل يوم سمعني حبيبي الصوت وسيرني على كيفك URL …	Other
شوفوا عبادي كيف قلب العود الى قيتار URL …	Other
#نجران_الان #الافواج القبيلي متى يقاتل بذمه وضمير. في( ارض وعرض ) وتصبح حرب قبليه بأقل الخسائر من الطرف الثالث . استراتيجية فرق تسد . طبعا ذا بس النتيجه الأوليه من أفواج #نجران.	Other
عمكم العالمي قربت قربت	Other
أنت لا اقبلت طارت هالحروف .. وامتلت سدرة أنفاسي رفيف .. في الحنايا مثل ضرب الدفوف .. عرضة الحرب في اليوم المخيف ..!	Other
ياشبيه صويحبي حسبي عليك URL	Other
فالمدرسة اذا تأخرت يخليني اعملها ... كرهوني فيها وانا صغير URL …	Hijazi
كثر الموت بالفترة الاخيرة وهالشعور يخوف حيل .. اللهم احسن خاتمتنا ):	Other
وش اسم المسابقه في اليوتيوب	Other
يارب الي اقراه كذب	Other
مالها دخل والله لو انها زينه كان بنقول معليه غيره	Other
مقادير .. المصري هذا تبعك؟ والا اشد عليه	Other
المفروض يحطونه بمتحف #جدعية ياابو تركي	Other
روبيرتو حرام فيك تمريره زي كذا يا زق	Other
الشهري فيه من ستايل ياسر ؟	Other
USER بنجيبها بإذن الله	Hijazi
يارب شخص يخاف على قلبي من النسمة.	Hijazi
تكفى يا نصر ترا والله ماعاد فيني حيل	Other
قربك فرح ومؤاصلك يشرح البال وحسك غناه ۈشوف زولك طماعه #هيماويات	Other
USER واحد مستلمكم بجده ووحده بالرياض	Hijazi
#NAME?	Other
USER ي قلبووس انا يخخسون محد يضايقس عططيهم ططاف	Other
يعني لما مابقي شي ع المباراه انعس كذا خيرر	Hijazi
الله ذكريات اللعبه ذي منزمان عنها .	Other
النوم ليه ينكد عليا وقت الأختبارات	Hijazi
خلاص مالكم داعي طقطقه على البنت والله جد	Other
خفت عليك من الوجع وانت اللي أوجعتني.	Other
كان يومي حلو لين شفتهم ...	Other
منور يا بو فيصل .. الحمد لله	Hijazi
من حقوق صديقك عليك انك تتحمل صوته إذا انطرب.	Hijazi
وش السالفة لا يكون معاليه هاب هبة جديدة #خذ_قسطك_من_الراجحي	Other
اذا شفت خصمك يحتفل قدامك بمنجزات غيره اعرف انه وصل الى مرحله من الذل مالله به عليم	Hijazi
سكوتي يَ صآحبي مايعني إني رآضي لآ بالله الا تجمعت من كل حدب وكل صوب	Hijazi
كفو ينطح كفو ياكحيلان اسم على مسمى.	Other
اخس ياجمهورأوضحت لك او تبي اوضح لك اكثر URL	Other
الففف مبروككك ياقلبيي الله يوفقك يارب.	Other
اقسم بالله يا اني قاعد اسوي كومباك بالفوت	Other
لالا قصدك القمريه .. هوا قال في الضلام يعني في الليل بس	Hijazi
مع إنك بتضلك ساكت، قلبي عمّ يسمعك .	Other
دجانيني ياقلبي جيب نادي يدفع شرطك الجزائي وانقلع بلا محن زايد	Hijazi
مافي صباح ولا في خير الا بعد الاختبار و شكراً	Other
كأنه بيوصل رسالة للأرض ؟؟ اهدى من كدا يا معووود	Hijazi
"بدل ماتفكر تسيب بكرة افضل لولادك .. حاول تسيب ولاد افضل لبكرة\""	Other
خطأ ما له داعي	Other
نعم اتفق معك المدرب ماقصر والمناقشة حول الغنام ومستوى أحمد موسى السيئ لازم يناقشونهم ورانا كأس الملك وبرضو من أمام الاتحاد مانا ناقصين بعد	Other
ولا يوجد غيره يالامير صغير الرياض الازيرق الضعيف اللي مايأكل بيده المدفوع دائماً الزعيق	Other
تجيني والندم واضح ولا أقدر اقولك سم لان الجرح من شافك تضايق قال وش جابك..	Hijazi
#سكري_الان 311 ارتفاعات وقت السفر مازييييينه	Other
علاقتك مع شخص راح تستمر ، طالما ان محد يدري انك تحبه .	Other
المملكه 37مليون سعودي بعد فل	Hijazi
تمام ،ماينفع نرجع لذكريات الجامعة .. شارك واربح ..	Other
شخص يستحق الإعدام اللي إذا دق عليك وما رديت يروح يدق عليك من رقم غريب الله ياخذك يالنشبه ‹	Other
يآ الواتس اب رجع لي امي : ( ! قبل شوي تورينن سمك يطير ، احد يجي يقنعه انوه تسذب	Other
هذا يطلع بداية كل جزء ونتشخط منه حنا الفقراء	Other
"\" الماضي ، قضى وانقضى \" كنت محتاج هالجمله جت بوقتها .."	Other
مشكله عاد اذا نادي بنات داعس وجهك ٢٠ سنه	Other
دزي الله يصلحك	Other
لا بقد خزنت من الفجر حجى قبل اشوي. معني فيها	Other
لا كيفي بتسابقي العصافير	Hijazi
"بعد المتعة التي يقدمها النصر مع \"خورخي دا سيلفا\"..لو كنت رئيس النصر لهددت الجمهور قائلا: بتحضرون في المدرجات بكثافة وإلا أرجع كانيدا\" #النصر"	Other
تعبت أقول هانت ولا تهون، ياربي هوّن على قلبي ):	Other
USER ما اعتقد انه في شي يثبت انه في حمل غير تحليل الحمل. وممكن تعمليه في الدم اليوم راح يبان	Hijazi
برشلونه الشوط الاول استحواذعلى الكورة ولكن حتى الان لم يعرف الطريق الى المرمى بهجمات خطيرة اتوقع الشوط الثاني راح يكون اختلاف من ناحيه مدريد	Other
شفت طيبة الدنيا في ملامحك.	Other
الله لا يحطني مكان اخوك	Other
"سمعنا كثير بـ \" ما يصح الّا الصحيح \". بمعنى ما يصح لقلبي الا انت."	Other
كنت أشوفك شيء وإكتشفتك شيء ثاني #بوح #حقيقة	Other
هذا هو المقرود هذا هو المنقود تبع لتركيا وإيران ماهو بكيفه مجاراة لابياتك هههههههه	Other
اخيس شعور بالعالم تشيلين هم اشياء كثيره و انتِ بالاصل منسدحه و تطقطقين بجوالك	Other
: احترم الشخص اللي ينادي مره وحده ولو مارديت قام وخلص شغلته بنفسہ	Other
قلت لك اسحب عليه	Hijazi
#وش_السعد مافيه اي كوميديا بهالبرنامج بس استخفاف بالمشاهد وتجاوزات غير مبرره	Other
هههههههههههههههه ياحبيبي ولله	Other
ماشاء الله حلوة وللامام ياوحش عقبال مانجي ناخذ دورات على يدك	Hijazi
الاتحاد ماعندك أحد مع ذا السباك .. راح يتأهل السد و الهلال	Other
